short_window,long_window,ma_type,tp_multiplier,sl_multiplier,total_return,sharpe_ratio,win_rate,max_drawdown,total_trades,long_trades,short_trades,long_winrate,short_winrate,total_pnl
9,21,ema,1.5,2.0,-8.53846352534365,-2.8273852536779636,45.45454545454545,12.4615935855317,154,85,69,38.82,53.62,-42.690000000000005
50,200,ema,3.0,2.0,-8.658255680642025,-3.9722783542522717,36.11111111111111,13.200177565633744,36,13,23,30.77,39.13,-43.29
50,200,ema,1.5,2.0,-8.830284454129174,-4.583229323153835,47.22222222222222,11.53342779630104,36,13,23,46.15,47.83,-44.15
9,200,ema,1.5,2.0,-8.953847651687932,-4.774283343767539,51.89873417721519,13.525424793127158,79,33,46,48.48,54.35,-44.769999999999996
9,200,ema,1.5,3.0,-8.955004614692916,-4.20734327678897,51.85185185185185,15.201953889447081,81,34,47,50.0,53.19,-44.769999999999996
9,21,ema,2.5,2.0,-8.958623022746066,-2.5591669912748274,35.947712418300654,13.950986225275699,153,85,68,30.59,42.65,-44.8
12,26,ema,1.5,3.0,-8.975773529782453,-3.197217654409349,48.760330578512395,12.613655584601688,121,59,62,44.07,53.23,-44.88
50,200,ema,1.5,2.5,-9.207652998828621,-4.608664120340043,50.0,11.692490511966328,36,13,23,53.85,47.83,-46.04
9,50,ema,2.0,1.5,-9.22570294018318,-3.0210356543167824,40.0,16.423256978134955,125,65,60,38.46,41.67,-46.13
9,50,ema,3.0,1.5,-9.309439794983144,-2.64710532887254,32.25806451612903,19.986908409878573,124,65,59,32.31,32.2,-46.55
50,200,ema,2.5,3.0,-9.741029539794749,-4.106489893011049,44.44444444444444,15.344621622397185,36,12,24,50.0,41.67,-48.71
12,26,ema,3.0,2.5,-9.74508820400249,-2.9005061993639147,33.04347826086956,20.20823418935603,115,55,60,27.27,38.33,-48.730000000000004
20,200,sma,2.5,3.0,-9.750942687150939,-3.8078707797315228,42.10526315789473,13.516749823327428,38,13,25,30.77,48.0,-48.760000000000005
50,200,ema,3.0,2.5,-9.927185380078038,-4.442872112238144,38.88888888888889,13.925751289122845,36,13,23,38.46,39.13,-49.64
50,200,ema,3.0,1.5,-9.979862116341758,-5.63420911231966,29.72972972972973,12.703348682324947,37,13,24,30.77,29.17,-49.9
12,26,ema,2.5,2.5,-10.021425561421324,-3.194483659639336,37.06896551724138,18.707610353000668,116,56,60,28.57,45.0,-50.11
50,200,ema,2.0,3.0,-10.061244157668012,-4.346877955743054,50.0,15.1539079286213,36,12,24,58.33,45.83,-50.300000000000004
12,26,ema,1.5,2.5,-10.098708451582478,-3.7769933099736885,47.863247863247864,13.882507267901117,117,56,61,42.86,52.46,-50.5
12,26,ema,2.0,2.5,-10.190561132142772,-3.3937334039545455,41.37931034482759,17.580327082224674,116,56,60,33.93,48.33,-50.95
9,21,ema,2.5,1.5,-10.278358877846836,-3.1277865724852747,35.333333333333336,15.216583301188688,150,80,70,30.0,41.43,-51.39
9,21,ema,2.0,2.0,-10.493028182266448,-3.1389941973657094,38.311688311688314,13.467945447738265,154,85,69,31.76,46.38,-52.46000000000001
50,200,ema,1.5,3.0,-10.519610579929758,-4.638051318218254,52.77777777777778,14.606937258133277,36,12,24,58.33,50.0,-52.599999999999994
20,200,sma,3.0,3.0,-10.571752980248322,-4.030139103682974,39.473684210526315,15.141593169259126,38,13,25,30.77,44.0,-52.86
9,50,ema,2.5,1.5,-10.802299255735976,-3.393519155369359,36.29032258064516,20.344007445173045,124,65,59,33.85,38.98,-54.010000000000005
9,21,ema,2.5,3.0,-10.810728067426464,-2.997913573150775,35.54216867469879,15.024457112605813,166,87,79,29.89,41.77,-54.06
9,50,ema,1.5,1.5,-10.811725734760035,-4.240443911675602,46.45669291338583,15.495893947128389,127,65,62,44.62,48.39,-54.06
20,50,sma,3.0,3.0,-10.891335186292087,-3.1215872928151804,42.10526315789473,13.341898920899398,95,41,54,41.46,42.59,-54.459999999999994
9,21,ema,1.5,3.0,-11.20932147907214,-3.6581152679679145,45.50898203592814,15.829018270227122,167,88,79,39.77,51.9,-56.040000000000006
9,21,ema,2.5,2.5,-11.265395602765045,-3.2371613393077525,36.25,16.188388340785433,160,85,75,30.59,42.67,-56.32
50,200,ema,2.0,1.5,-11.301373300558726,-6.915483950488533,35.13513513513514,13.485200578885589,37,13,24,38.46,33.33,-56.51
50,200,ema,3.0,3.0,-11.744336628764836,-4.706689457823048,38.88888888888889,17.848925574404124,36,12,24,41.67,37.5,-58.72
50,200,ema,2.5,1.5,-11.756823320897992,-7.086368289004803,29.72972972972973,14.04758011022598,37,13,24,30.77,29.17,-58.78
50,200,ema,1.5,1.5,-11.83654657663983,-7.425061936647176,37.83783783783784,13.713510959534414,37,13,24,38.46,37.5,-59.18
20,50,ema,2.5,3.0,-11.864389047240548,-3.6096385557884174,42.42424242424242,17.93202500204522,99,44,55,43.18,41.82,-59.32
9,21,ema,2.0,3.0,-12.328084056634168,-3.649002017722373,38.55421686746988,15.270904090861926,166,87,79,32.18,45.57,-61.64
9,21,ema,1.5,1.5,-12.355130323383184,-4.451757452008136,44.07894736842105,15.508595849210566,152,81,71,38.27,50.7,-61.78
9,21,sma,3.0,1.5,-12.373852085727991,-3.635939956489127,33.72781065088758,18.015767401545748,169,87,82,33.33,34.15,-61.87
9,21,ema,2.0,1.5,-12.542370776573271,-4.002719225938432,37.5,15.467351236048179,152,81,71,30.86,45.07,-62.71
9,21,ema,1.5,2.5,-12.786254539073822,-4.322257132552599,44.72049689440994,16.60190715409307,161,86,75,38.37,52.0,-63.93
9,50,ema,3.0,2.5,-13.033448543034604,-3.7768838069109925,32.8125,22.647760752542144,128,64,64,32.81,32.81,-65.16
9,21,sma,3.0,2.0,-13.038246275061683,-3.7464218662565876,34.883720930232556,18.606399836635784,172,89,83,35.96,33.73,-65.19
9,21,sma,3.0,2.5,-13.343300745358032,-3.879595886877198,35.294117647058826,18.85299197143643,170,88,82,36.36,34.15,-66.72
20,50,ema,2.0,3.0,-13.532206979782075,-4.433356375019215,45.45454545454545,16.761655159322263,99,44,55,47.73,43.64,-67.66
9,50,ema,2.0,2.5,-13.5410977584904,-4.5229262989509,40.625,19.147150036689517,128,64,64,39.06,42.19,-67.71
12,26,sma,1.5,1.5,-13.725920779626927,-5.2954238225091,43.333333333333336,16.74059396764811,150,66,84,39.39,46.43,-68.63
9,50,ema,3.0,2.0,-13.732958047737384,-4.047955698576405,30.952380952380953,23.173079912660647,126,68,58,32.35,29.31,-68.67
9,50,ema,2.0,2.0,-13.864327515261618,-4.669520687560464,38.582677165354326,19.69624275396734,127,68,59,38.24,38.98,-69.32
20,50,ema,3.0,3.0,-14.14348187834396,-4.076131430186437,36.734693877551024,19.774357748518675,99,44,55,40.91,34.55,-70.71
9,21,ema,2.0,2.5,-14.18907501608718,-4.378657962390227,38.125,17.72533573130619,160,85,75,31.76,45.33,-70.94
12,26,sma,2.0,1.5,-14.851196834569874,-5.295822424570518,37.83783783783784,19.840945969743917,148,65,83,32.31,42.17,-74.26
9,21,sma,3.0,3.0,-14.885010931599435,-4.2640410785159775,34.883720930232556,18.84266404693216,172,88,84,35.23,34.52,-74.43
20,50,sma,2.5,3.0,-14.984551551132904,-4.698358929221159,43.15789473684211,15.951723866398297,95,41,54,41.46,44.44,-74.92
9,50,ema,2.5,2.0,-15.149188676307675,-4.876520366737501,34.92063492063492,23.27249756044553,126,68,58,33.82,36.21,-75.74000000000001
9,50,ema,3.0,3.0,-15.168199547481857,-4.325364433742701,31.538461538461537,23.706469720327654,130,64,66,29.69,33.33,-75.84
20,50,sma,3.0,2.5,-15.296941735735107,-4.757343344775879,40.0,16.26056016587001,95,41,54,36.59,42.59,-76.48
9,50,ema,2.5,2.5,-15.298162135066038,-4.890040702137171,36.71875,22.74785818802606,128,64,64,34.38,39.06,-76.49
20,50,ema,1.5,3.0,-15.394401634658312,-5.464137009152796,50.0,18.841303102877077,100,44,56,52.27,48.21,-76.97
20,50,sma,3.0,2.0,-15.428126150242964,-5.096307914330662,38.94736842105263,16.89734177015884,95,41,54,36.59,40.74,-77.14
20,50,sma,1.5,3.0,-15.446826546112105,-5.683650291742941,52.63157894736842,17.095730416169374,95,41,54,58.54,48.15,-77.23
9,50,ema,1.5,2.0,-15.925268617435224,-6.430953901567188,45.3125,20.025234911028615,128,68,60,44.12,46.67,-79.63
9,21,sma,2.0,1.5,-15.954015588324866,-5.210748905496245,36.904761904761905,20.53069913843546,168,87,81,34.48,39.51,-79.77
9,50,ema,2.0,3.0,-16.09316224421215,-5.265010487456992,39.23076923076923,20.753492693603476,130,64,66,35.94,42.42,-80.47
20,50,ema,1.5,1.5,-16.469677521528478,-6.496489634058058,43.39622641509434,21.047506433132046,106,48,58,45.83,41.38,-82.35
12,26,sma,3.0,1.5,-16.509606354657,-5.310244335183001,32.88590604026846,24.207120935975414,149,66,83,30.3,34.94,-82.55
9,21,sma,2.0,2.0,-16.583021771561505,-5.2753306374417255,38.01169590643275,20.656285884211997,171,89,82,37.08,39.02,-82.91
12,26,sma,2.5,1.5,-16.80033158548256,-5.760772853875041,34.45945945945946,22.183005956879068,148,65,83,32.31,36.14,-84.00999999999999
9,21,sma,2.0,2.5,-16.858668221786935,-5.42711814087208,38.46153846153847,20.88051544149188,169,88,81,37.5,39.51,-84.28999999999999
12,26,sma,2.0,2.0,-16.87502762091899,-5.780586175947589,38.92617449664429,19.635415306003363,149,65,84,33.85,42.86,-84.38000000000001
20,50,sma,1.5,2.5,-16.981701372739362,-6.663899560242735,50.526315789473685,17.33544570564603,95,41,54,53.66,48.15,-84.91
20,50,sma,3.0,1.5,-17.03885081611578,-6.127050466708817,34.375,19.103741122919438,96,41,55,34.15,34.55,-85.2
20,50,sma,1.5,2.0,-17.06615904493932,-7.076894889724629,48.421052631578945,17.738560305708027,95,41,54,51.22,46.3,-85.33
12,26,sma,3.0,2.0,-17.13898776516204,-5.266006157689374,34.0,23.22904550786592,150,66,84,31.82,35.71,-85.69
9,21,sma,2.5,1.5,-17.185966203250157,-5.424354529912709,34.319526627218934,21.998091370399973,169,87,82,34.48,34.15,-85.93
20,50,sma,1.5,1.5,-17.208608712121656,-7.616735694478896,43.75,18.464485049622446,96,41,55,48.78,40.0,-86.03999999999999
9,21,sma,1.5,1.5,-17.323474931655017,-6.4365369715482945,43.529411764705884,18.53095031362166,170,88,82,39.77,47.56,-86.61
9,50,ema,2.5,3.0,-17.630070648210754,-5.517889822193233,35.38461538461539,24.161249725329913,130,64,66,31.25,39.39,-88.15
9,21,sma,2.0,3.0,-17.671034891366038,-5.532815272924957,38.372093023255815,20.04045560475044,172,89,83,37.08,39.76,-88.36
20,50,sma,2.0,3.0,-17.815178951135987,-6.029454737576372,44.21052631578947,18.75014883136092,95,41,54,41.46,46.3,-89.07000000000001
12,26,sma,1.5,2.0,-17.87456107242674,-6.742848217755745,44.0,18.94524588450489,150,66,84,40.91,46.43,-89.37
9,21,sma,2.5,2.0,-17.88489435893498,-5.514415120761351,35.46511627906977,22.560034268142676,172,89,83,37.08,33.73,-89.42
20,50,sma,2.5,2.5,-17.94170294972704,-6.017872440174591,41.05263157894737,18.875233438513376,95,41,54,36.59,44.44,-89.71000000000001
20,50,sma,2.5,2.0,-17.98177998823893,-6.433801151494427,40.0,19.09836610332914,95,41,54,36.59,42.59,-89.91
20,50,ema,1.5,2.5,-18.086604371168765,-6.587745090994511,48.54368932038835,22.901852406158728,103,47,56,48.94,48.21,-90.43
12,26,sma,2.5,2.0,-18.147295636200365,-5.964786517997807,35.57046979865772,22.00170624719891,149,65,84,33.85,36.9,-90.74000000000001
9,21,sma,2.5,2.5,-18.1729471980476,-5.666381790275492,35.88235294117647,22.794648370853324,170,88,82,37.5,34.15,-90.86
9,21,sma,1.5,2.0,-18.488257046582486,-6.76808962970863,44.76744186046512,19.40498374596426,172,89,83,41.57,48.19,-92.44
9,50,ema,1.5,3.0,-18.769181013024298,-7.423610015744429,45.80152671755725,22.32507611814811,131,65,66,43.08,48.48,-93.85
9,21,sma,1.5,2.5,-18.779585170413245,-6.971383767506356,45.294117647058826,19.693035430600673,170,88,82,42.05,48.78,-93.9
12,26,sma,1.5,3.0,-18.90434312896613,-7.021042548505493,44.666666666666664,19.564957806222445,150,68,82,42.65,46.34,-94.52
9,50,ema,1.5,2.5,-19.17621117646743,-7.815371984021574,45.3125,23.190678515951667,128,64,64,42.19,48.44,-95.88
20,50,sma,2.5,1.5,-19.17950019736844,-7.491282522847413,35.41666666666667,20.889669191354077,96,41,55,34.15,36.36,-95.9
20,50,ema,2.0,1.5,-19.20845735877532,-7.25275814565829,37.735849056603776,22.920675255492036,106,48,58,39.58,36.21,-96.05
20,50,ema,2.5,1.5,-19.314894949535265,-6.88920134452131,33.9622641509434,22.37822126449245,106,48,58,33.33,34.48,-96.58
20,50,sma,2.0,1.5,-19.525703302361514,-7.990642351986784,36.45833333333333,20.979320454779764,96,41,55,34.15,38.18,-97.63
9,21,sma,1.5,3.0,-19.573182728760695,-7.004786330268441,45.08670520231214,20.47770774647463,173,89,84,41.57,48.81,-97.87
9,21,sma,2.5,3.0,-19.628733096887004,-6.007640702519911,35.46511627906977,22.606855521026613,172,88,84,36.36,34.52,-98.15
12,26,sma,2.0,3.0,-19.752050048849412,-6.911710008328647,39.189189189189186,20.517780635680072,148,66,82,34.85,42.68,-98.76
20,50,sma,2.0,2.0,-19.869016342905095,-7.558364077488841,41.05263157894737,20.78062088539887,95,41,54,36.59,44.44,-99.35
20,50,ema,2.5,2.5,-19.90923906160368,-6.507695596466018,39.21568627450981,22.944203781255744,102,47,55,38.3,40.0,-99.55000000000001
20,50,sma,2.0,2.5,-19.947970109108418,-7.179019109473292,42.10526315789473,20.85867643959191,95,41,54,36.59,46.3,-99.74
12,26,sma,1.5,2.5,-20.08389739110722,-7.7225041284497244,43.91891891891892,20.73490328179892,148,66,82,40.91,46.34,-100.42
20,50,ema,1.5,2.0,-20.49446294726672,-7.89455983957199,45.63106796116505,24.906420260424092,103,46,57,47.83,43.86,-102.47
12,26,sma,2.0,2.5,-20.851787333696848,-7.535526407420532,38.35616438356164,22.25155442591332,146,64,82,32.81,42.68,-104.26
20,50,ema,2.0,2.5,-21.202754457095022,-7.392083505932871,42.15686274509804,24.464576740075096,102,47,55,42.55,41.82,-106.00999999999999
12,26,sma,2.5,2.5,-22.229629617867353,-7.695174951168518,34.93150684931507,24.41877640722939,146,64,82,32.81,36.59,-111.15
12,26,sma,2.5,3.0,-22.28904068119399,-7.536558503080146,35.13513513513514,23.122805349425967,148,66,82,33.33,36.59,-111.44
12,26,sma,3.0,3.0,-22.57831647859123,-7.293512541027795,33.557046979865774,24.009204264231034,149,67,82,31.34,35.37,-112.88999999999999
12,26,sma,3.0,2.5,-22.717921625552595,-7.511529382417713,33.33333333333333,25.481917836855406,147,65,82,30.77,35.37,-113.58000000000001
20,50,ema,2.5,2.0,-23.784284627315323,-8.316435043187365,35.294117647058826,26.672408107838425,102,46,56,34.78,35.71,-118.91999999999999
20,50,ema,3.0,2.5,-24.1530015944052,-7.680117365896836,32.323232323232325,27.1770096704505,100,46,54,34.78,31.48,-120.75999999999999
20,50,ema,2.0,2.0,-24.197041422679206,-8.961099200206268,39.21568627450981,27.322424302756428,102,46,56,41.3,37.5,-120.99
20,50,ema,3.0,1.5,-24.403777761560843,-8.402688072111626,27.358490566037734,27.280998247490185,106,48,58,31.25,24.14,-122.02
20,50,ema,3.0,2.0,-28.148077502751484,-9.547852266340909,28.28282828282828,30.834588743185382,100,45,55,31.11,27.27,-140.74
